artist,title,cleaned_lyrics,mood
Lata Mangeshwar,Jaane Kya Baat Hai,"जाने बात है, जाने बात जाने बात है, जाने बात नींद नहीं आती, बड़ी लंबी रात जाने बात है, जाने बात जाने बात है, जाने बात नींद नहीं आती बड़ी लंबी रात सारी-सारी रात इसने जगाया सारी-सारी रात इसने जगाया कोई सपना, कोई साया कोई नहीं लगता कोई साथ जाने बात है, जाने बात नींद नहीं आती बड़ी लंबी रात धक-धक अभी जिया डोल है, आ धक-धक अभी जिया डोल घूँघट अभी मेरा खोल दूर अभी पिया की मुलाक़ात जाने बात है, जाने बात नींद नहीं आती बड़ी लंबी रात जब-जब देखूँ मैं चाँद-सितारे जब-जब देखूँ मैं चाँद-सितारे ऐसा लगता लाज मारे कोई डोली, बारात जाने बात है, जाने बात जाने बात",Romantic
Lata Mangeshwar,Lo Chali Main,"चली मैं चली मैं, अपने देवर की बारात लेके, चली मैं चली मैं, अपने देवर की बारात लेके, चली मैं बैंड-बाजा, ही बाराती, खुशियों की सौग़ात लेके चली मैं, अपने देवर की बारात लेके, चली मैं देवर दूल्हा बना, सेहरा सजा भाभी बढ़ आज बलैया लेती प्रेम की कलियाँ खिलें, पल-पल खुशियाँ मिलें सच्चे आज दुआएँ देती घोड़े चढ़ चला बाँका अपनी दुल्हन मिलने चली मैं चली मैं, अपने देवर की बारात लेके, चली मैं वाह-वाह, राम जी! जोड़ी बनाई देवर-देवरानी जी, बधाई हो, बधाई सब रस्मों बड़ी जग में दिल दिल की सगाई आई शुभ घड़ी, आज बनी मैं बड़ी कल तक घर की बहू ते अब हूँ जेठानी हुक्म चलाऊँगी मैं, आँख दिखाऊँगी मैं सहमी खड़ी रहेगी मेरी देवरानी १००० सपने पलकों में अपने दीवानी मैं साथ लेके चली मैं चली मैं, अपने देवर की बारात लेके, चली मैं",Happy
Lata Mangeshwar,Satyam Shivam Sundaram (Pt. 1),"ईश्वर सत्य सत्य ही शिव शिव ही सुंदर जागो, उठकर देखो, जीवन ज्योत उजागर सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम्, सुन्दरम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् ईश्वर सत्य हैं सुन्दरम् सत्य ही शिव हैं सुन्दरम् शिव ही सुन्दर हैं सत्यम् शिवम् सुन्दरम्, सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् राम अवध में राम अवध में काशी में शिव कान्हा वृन्दावन में दया करो, प्रभू, देखूँ इन दया करो, प्रभू, देखूँ इन हर घर आंगन में राधा मोहन शरणम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् एक सूर्य एक सूर्य एक गगन एक ही धरती माता दया करो, प्रभू, एक बनें सब दया करो, प्रभू, एक बनें सब, सब का एक नाता राधा मोहन शरणम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् ईश्वर सत्य सत्य ही शिव सत्यम् शिवम् सुन्दरम् शिव ही सुन्दर सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम् सत्यम् शिवम् सुन्दरम्",Devotional
Lata Mangeshwar,Jiske Aage Ji,"जिनके आगे जी, जिनके पीछे जी जिनके आगे-पीछे जी-जी मैं उनकी साली हूँ, जीजा जी जीजा जी, जीजा जी जिनके आगे जी, जिनके पीछे जी जिनके आगे-पीछे जी-जी मैं उनकी साली हूँ, जीजा जी जीजा जी, जीजा जी कली अनार की मेरी बहना मूरत प्यार की है, प्यारी बहना कली अनार की मेरी बहना मूरत प्यार की है, प्यारी बहना कभी तुम इसको सताना वरना पड़ेगा डंडा उठाना इसको रुलाया दूँगी मैं गाली जी हाँ, गाली जी, समझे जीजा जी? हो, जीजा जी, हो, जीजा जी जिनके आगे जी, जिनके पीछे जी जिनके आगे-पीछे जी-जी मैं उनकी साली हूँ, जीजा जी जीजा जी, जीजा जी मखमल बिस्तर इसको सुलाना बाँहों झूले में इसको झूलाना मखमल बिस्तर इसको सुलाना बाँहों झूले में इसको झूलाना रूठे कभी हँसके मनाना हँसके मक्खन लगाना फिर भी मानी बुला लेना साली जी साली जी, समझे जीजा जी? हो, जीजा जी, हो, जीजा जी जिनके आगे जी, जिनके पीछे जी जिनके आगे-पीछे जी-जी मैं उनकी साली हूँ, जीजा जी जीजा जी, जीजा जी",Romantic
Lata Mangeshwar,Rajnigandha Phool Tumhare,"हाँ, यूँ ही महके प्रीत पिया की अनुरागी में रजनीगंधा फूल तुम्हारे महके यूँ ही जीवन में हाँ, यूँ ही महके प्रीत पिया की अनुरागी में अधिकार जब साजन का हर धड़कन पर माना मैंने अधिकार जब साजन का हर धड़कन पर माना मैंने मैं जब उनके साथ बंधी, भेद तभी जाना मैंने कितना सुख बंधन में रजनीगंधा फूल तुम्हारे महके यूँ ही जीवन में हाँ, यूँ ही महके प्रीत पिया की अनुरागी में हर पल मेरी इन आँखों में बस रहते हैं सपने उनके हर पल मेरी इन आँखों में बस रहते हैं सपने उनके कहता मैं रंगों की एक प्यारी भरी बदली बरसूँ उनके आँगन में रजनीगंधा फूल तुम्हारे महके यूँ ही जीवन में हाँ, यूँ ही महके प्रीत पिया की अनुरागी में",Romantic
Lata Mangeshwar,Tune O Rangeele,रंगीले कैसा जादू किया रंगीले कैसा जादू किया पिया पिया मतवाला जिया रंगीले कैसा जादू किया पिया पिया मतवाला जिया बाहों में छुपाके किया पिया ओ.. रंगीले कैसा जादू किया पिया पिया मतवाला जिया पास बुला गले लगा बदल डाली दुनिया नए हैं नजारे नए हैं इशारे रही कल वाली दुनिया पास बुला गले लगा बदल डाली दुनिया नए हैं नजारे नए हैं इशारे रही कल वाली दुनिया सपने दिखाके किया पिया ओ.. रंगीले कैसा जादू किया पिया पिया मतवाला जिया साजन कैसी धड़कन शोर मचाने लगी में लहराए नदिया का पानी लहर उठे तन में साजन कैसी धड़कन शोर मचाने लगी में लहराए नदिया का पानी लहर उठे तन में मुझमें समाके किया पिया ओ.. रंगीले कैसा जादू किया पिया पिया मतवाला जिया बाहों में छुपाके किया पिया ओ.. रंगीले कैसा जादू किया पिया पिया मतवाला जिया,Romantic
Lata Mangeshwar,Pyar Kiya to Darna Kya,"इंसान किसी दुनिया में एक बार मोहब्बत करता इस दर्द लेकर जीता इस दर्द लेकर मरता प्यार किया डरना क्या? जब प्यार किया डरना क्या? प्यार किया, कोई चोरी नहीं की प्यार किया... प्यार किया, कोई चोरी नहीं की छुप-छुप आहें भरना क्या? जब प्यार किया डरना क्या? प्यार किया डरना क्या? जब प्यार किया डरना क्या? आज कहेंगे दिल का फ़साना जान भी ले-ले चाहे ज़माना आज कहेंगे दिल का फ़साना जान भी ले-ले चाहे ज़माना मौत ही दुनिया मौत ही दुनिया घुट-घुट यूँ मरना क्या? जब प्यार किया डरना क्या? प्यार किया डरना क्या? जब प्यार किया डरना क्या? उनकी तमन्ना दिल में रहेगी शम्मा इसी महफ़िल में रहेगी उनकी तमन्ना दिल में रहेगी शम्मा इसी महफ़िल में रहेगी इश्क़ में जीना, इश्क़ में मरना इश्क़ में जीना, इश्क़ में मरना और हमें अब करना क्या? जब प्यार किया डरना क्या? प्यार किया डरना क्या? जब प्यार किया डरना क्या? छुप सकेगा इश्क़ हमारा चारों तरफ़ उनका नज़ारा छुप सकेगा इश्क़ हमारा चारों तरफ़ उनका नज़ारा पर्दा नहीं जब कोई ख़ुदा पर्दा नहीं जब कोई ख़ुदा बंदों पर्दा करना क्या? जब प्यार किया डरना क्या? प्यार किया डरना क्या? जब प्यार किया डरना क्या? प्यार किया, कोई चोरी नहीं की छुप-छुप आहें भरना क्या? जब प्यार किया डरना क्या? जब प्यार किया डरना क्या?",Romantic
Lata Mangeshwar,Aisa Sama Na Hota,"ऐसा समा होता, कुछ भी यहाँ हमराही तुम हमराही तुम ऐसा समा होता, कुछ भी यहाँ हमराही तुम हमराही तुम मौसम आता, यू छाती घटा गुनगुनाती, यू गाती हवा मौसम आता, यू छाती घटा गुनगुनाती, यू गाती हवा गुल शबनम मोती पिरोते हमराही तुम ऐसा समा होता, कुछ भी यहाँ हमराही तुम हमराही तुम राहें वोही, वादी वोही बदला कुछ नहीं फिर भी मिलने दुनिया क्यूँ हसीन राहें वोही, वादी वोही बदला कुछ नहीं फिर भी मिलने दुनिया क्यूँ हसीन कहीं ख्वाबों में हम गुम हमराही तुम ऐसा समा होता, कुछ भी यहाँ हमराही तुम हमराही तुम",Romantic
Lata Mangeshwar,Raja Ki Aayegi Barat,"राजा की आएगी बारात राजा की आएगी बारात, रंगीली होगी रात मगन मैं नाचूँगी, हो, मगन मैं नाचूँगी राजा की आएगी बारात, रंगीली होगी रात मगन मैं नाचूँगी, हो, मगन मैं नाचूँगी राजा की आएगी बारात राजा माथे तिलक लगेगा रानी माँग सिंदूर, रानी माँग सिंदूर मैं भी अपने की आशा पूरी करूँगी ज़रूर, पूरी करूँगी ज़रूर मेहँदी पीले होंगे हाथ, सहेलीओं साथ मगन मैं नाचूँगी, हो, मगन मैं नाचूँगी राजा की आएगी बारात रानी संग राजा डोली सज़ा चले जाएँगे परदेस हाँ, रानी संग राजा डोली सज़ा चले जाएँगे परदेस जब-जब उन की याद आएगी दिल लगेगी ठेस, दिल लगेगी ठेस नैनों में होगी बरसात, अंधेरी होगी रात अकेली मैं नाचूँगी, हाए, अकेली मैं नाचूँगी राजा की आएगी बारात, रंगीली होगी रात मगन मैं नाचूँगी, हो, मगन मैं नाचूँगी राजा की आएगी बारात",Happy
Lata Mangeshwar,Roz Sham Aati Hai Magar Aesi,"रोज़ शाम आती थी, मगर ऐसी थी रोज़-रोज़ घटा छाती थी, मगर ऐसी थी रोज़ शाम आती थी, मगर ऐसी थी रोज़-रोज़ घटा छाती थी, मगर ऐसी थी आज मेरी ज़िंदगी में कौन आ गया? रोज़ शाम आती थी, मगर ऐसी थी रोज़-रोज़ घटा छाती थी, मगर ऐसी थी डाली में किसका हाथ इशारे बुलाए मुझे? डाली में किसका हाथ इशारे बुलाए मुझे? झूमती चंचल हवा छू तन गुदगुदाए हौले-हौले, धीरे-धीरे कोई गीत मुझको सुनाए प्रीत में जगाए, खुली आँख सपने दिखाए दिखाए, दिखाए, दिखाए, खुली आँख सपने दिखाए आज मेरी ज़िंदगी में कौन आ गया? रोज़ शाम आती थी, मगर ऐसी थी रोज़-रोज़ घटा छाती थी, मगर ऐसी थी अरमानों का रंग जहाँ पलकें उठाती हूँ मैं अरमानों का रंग जहाँ पलकें उठाती हूँ मैं हँस-हँस देखती, भी मूरत बनाती हूँ मैं कोई मोहे छेड़े, जिस ओर भी जाती हूँ मैं डगमगाती हूँ मैं, दीवानी हुई जाती हूँ मैं दीवानी, दीवानी, दीवानी, दीवानी हुई जाती हूँ मैं आज मेरी ज़िंदगी में कौन आ गया? रोज़ शाम आती थी, मगर ऐसी थी रोज़-रोज़ घटा छाती थी, मगर ऐसी थी मगर ऐसी थी, मगर ऐसी थी",Romantic
Lata Mangeshwar,Hawa Mein Udta Jaye,"हवा में उड़ता जाए मोरा लाल दुपट्टा मलमल का, जी मोरा लाल दुपट्टा मलमल का, जी, जी इधर-उधर लहराए मोरा लाल दुपट्टा मलमल का, जी मेरा लाल दुपट्टा मलमल का, जी, जी हो, सर-सर-सर-सर हवा चले हाय, जियरा डगमग डोले, जियरा डगमग डोले हो, सर-सर-सर-सर हवा चले हाय, जियरा डगमग डोले, जियरा डगमग डोले फर-फर-फर-फर उड़े चुनरिया घूँघट मोरा खोले, हाय, घूँघट मोरा खोले हवा में उड़ता जाए मोरा लाल दुपट्टा मलमल का, जी मोरा लाल दुपट्टा मलमल का, जी, जी इधर-उधर लहराए मोरा लाल दुपट्टा मलमल का, जी मोरा लाल दुपट्टा मलमल का, जी, जी हो, झर-झर-झर-झर झरना बहता ठंडा-ठंडा पानी, ठंडा-ठंडा पानी झर-झर-झर-झर झरना बहता ठंडा-ठंडा पानी, ठंडा-ठंडा पानी घूँघरू बाजे ठुनुक-ठुनुक चाल हुई मस्तानी, हाय, चाल हुई मस्तानी हवा में उड़ता जाए मोरा लाल दुपट्टा मलमल का, जी मोरा लाल दुपट्टा मलमल का, जी, जी इधर-उधर लहराए मोरा लाल दुपट्टा मलमल का, जी मोरा लाल दुपट्टा मलमल का, जी, जी",Happy
Lata Mangeshwar,Ghar Aaya Mera Pardesi,"ॐ नमः शिवाय ॐ नमः शिवाय, ॐ... घर आया मेरा परदेसी प्यास बुझी मेरी अखियन की का मोती इन नैनन की ज्योति याद बचपन की घर आया मेरा परदेसी अब दिल तोड़ मत जाना रोती छोड़ मत जाना क़सम अँसुवन की घर आया मेरा परदेसी",Happy
Lata Mangeshwar,Sun Sahiba Sun,"सुन साहिबा, सुन प्यार की धुन सुन साहिबा, सुन प्यार की धुन हो, मैंने चुन लिया, भी चुन, चुन, चुन सुन, सुन साहिबा, सुन प्यार की धुन हो, मैंने चुन लिया, भी चुन सुन साहिबा, सुन प्यार की धुन कोई हसीना कदम पहले बढ़ाती नहीं मजबूर दिल हो, पास आती नहीं हो-हो, मजबूर दिल हो, पास आती नहीं ख़ुशी दिल हद ज़्यादा संग ज़िन्दगी बिताने का इरादा हो, प्रीत धागे भी संग बुन सुन साहिबा सुन, सुन, सुन, सुन प्यार की धुन हो, मैंने चुन लिया, भी चुन, चुन, चुन सुन, सुन साहिबा, सुन प्यार की धुन ""हाँ"" कहे जाए बात भी तेरा इशारा चल दूँ मैं साथ भी तेरा इशारा चल दूँ मैं साथ भी लिए साहिबा नाचूँगी, मैं गाऊँगी दिल में बसा तेरा घर भी बसाऊँगी हो, डाल निग़ाह, प्यार का शगुन सुन साहिबा, सुन प्यार की धुन मेरा ही खून-ए-जिगर देगा गवाही मेरी ही हाथों लिखी शायद तबाही मेरी हो, ही हाथों लिखी शायद तबाही मेरी दिल तुझपे वारा है, जान तुझपे वारूँगी आए आए तेरा रस्ता निहारूँगी हो, क़बूल होगा बड़ा पुन सुन साहिबा, सुन, सुन, सुन, सुन प्यार की धुन हो, मैंने चुन लिया, भी चुन, चुन, चुन सुन, सुन साहिबा, सुन प्यार की धुन साहिबा, साहिबा साहिबा, साहिबा हो, मैंने चुन लिया, भी चुन सुन साहिबा, सुन...",Romantic
Lata Mangeshwar,"Rasm-E-Ulfat Ko Nibhaye, Pt. 2","रस्म-ए-उल्फ़त निभाएँ निभाएँ कैसे? रस्म-ए-उल्फ़त निभाएँ निभाएँ कैसे? हर तरफ़ आग है, दामन बचाएँ कैसे? हर तरफ़ आग है, दामन बचाएँ कैसे? रस्म-ए-उल्फ़त निभाएँ दिल की राहों में उठाते हैं दुनिया दिल की राहों में उठाते हैं दुनिया कोई दीवार गिराएँ कोई दीवार गिराएँ रस्म-ए-उल्फ़त निभाएँ दर्द में डूबे नग़मे हज़ारों हैं मगर दर्द में डूबे नग़मे हज़ारों हैं मगर साज़-ए-दिल टूट गया सुनाएँ कैसे? साज़-ए-दिल टूट गया सुनाएँ कैसे? रस्म-ए-उल्फ़त निभाएँ बोझ ग़मों का उठा भी लेते बोझ ग़मों का उठा भी लेते ज़िंदगी बोझ बनी उठाएँ कैसे? ज़िंदगी बोझ बनी उठाएँ कैसे? रस्म-ए-उल्फ़त निभाएँ निभाएँ कैसे? रस्म-ए-उल्फ़त निभाएँ",Romantic
Lata Mangeshwar,Haa Jab Tak Hai Jaan,"हाँ, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी हाँ, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी हाँ, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी हो-ओ-ओ, हो, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी प्यार कभी भी मरता नहीं मौत भी डरता नहीं प्यार कभी भी मरता नहीं मौत भी डरता नहीं लूट जाएँगे, मिट जाएँगे, मर जाएँगे हम ज़िंदा रहेगी हमारी दास्ताँ हो-ओ-ओ, हो, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी टूट जाए पायल क्या? पाँव जाए घायल क्या? टूट जाए पायल क्या? पाँव जाए घायल क्या? दिल है, दिल लिया है, प्यार किया देना पड़ेगा मोहब्बत का इम्तेहाँ हो-ओ-ओ, हो, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी मैं नाचूँगी, मैं नाचूँगी, मैं नाचूँगी... नज़र झुक सकती नहीं ज़ुबाँ रुक सकती नहीं नज़र झुक सकती नहीं ज़ुबाँ रुक सकती नहीं मैं कहूँगी, ग़म सहूँगी, चुप रहूँगी, क्या? बेबस हूँ, लेकिन नहीं मैं बेज़ुबाँ ओ-ओ, हो, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी हाँ, जब तक जाँ, जान-ए-जहाँ मैं नाचूँगी मैं नाचूँगी, मैं नाचूँगी, मैं नाचूँगी, मैं नाचूँ-",Romantic
Lata Mangeshwar,Kabhi Khushi Kabhie Gham,"कभी ख़ुशी, कभी ग़म जुदा होंगे हम कभी ख़ुशी, कभी ग़म मेरी साँसों में समाया मेरा जीवन तेरा साया मेरी साँसों में समाया मेरा जीवन तेरा साया तेरी पूजा करूँ मैं हर-दम हैं करम, कभी ख़ुशी, कभी ग़म जुदा होंगे हम, कभी ख़ुशी, कभी ग़म मेरी साँसों में समाया मेरा जीवन तेरा साया तेरी पूजा करूँ मैं हर-दम हैं करम, कभी ख़ुशी, कभी ग़म जुदा होंगे हम, कभी ख़ुशी, कभी ग़म सुब्ह-ओ-शाम चरणों में दिए हम जलाएँ देखें, जहाँ भी देखें, तुझ ही पाएँ ओ-ओ, सुब्ह-ओ-शाम चरणों में दिए हम जलाएँ देखें, जहाँ भी देखें, तुझ ही पाएँ इन लबों तेरा, बस तेरा नाम इन लबों तेरा, बस तेरा नाम प्यार दिल कभी भी कम हैं करम, कभी ख़ुशी, कभी ग़म जुदा होंगे हम, कभी ख़ुशी, कभी ग़म घर नहीं है, मंदिर तेरा इस में सदा तेरा बसेरा ओ-ओ, घर नहीं है, मंदिर तेरा इस में सदा तेरा बसेरा ख़ुशबुओं तेरी महकता ख़ुशबुओं तेरी महकता आए-जाए भले कोई मौसम हैं करम, कभी ख़ुशी, कभी ग़म जुदा होंगे हम, कभी ख़ुशी, कभी ग़म मेरी साँसों में समाया मेरा जीवन तेरा साया मेरी साँसों में समाया मेरा जीवन तेरा साया तेरी पूजा करूँ मैं हर-दम हैं करम, कभी ख़ुशी, कभी ग़म जुदा होंगे हम, कभी ख़ुशी, कभी ग़म कभी ख़ुशी, कभी ग़म जुदा होंगे हम कभी ख़ुशी, कभी ग़म",Happy
Lata Mangeshwar,Priyotamo Ki Likhi Tomay,मैं तुम्हें लिखूं? प्रिय... मैं तुम्हें लिखूं? मैं तुम्हें लिखूं? तुम्हारे अलावा कुछ भी पसंद नहीं है. मैं तुम्हें लिखूं? मैं तुम्हें लिखूं? कृष्णचूरा जंगल में एक छायादार रास्ता टेढ़ा रास्ता तुम आँगन निकलकर में प्रवेश गए हो। कृष्णचूरा जंगल में एक छायादार रास्ता तुम घर निकलकर में हो। मैं खिड़की पर बैठा हूं। आपकी आशा में मैं तुम्हें लिखूं? मैं तुम्हें लिखूं? शाम प्रेम बुलाता है। कितने शब्द? आपके आगमन की खबर हर जगह लिखी हुई है। शाम प्रेम बुलाता है। आपके आगमन की खबर हर जगह लिखी हुई है। गुनगुनाता है। दर्द की छाया में भी मैं तुम्हें लिखूं? मैं तुम्हें लिखूं? तुम्हारे अलावा कुछ भी पसंद नहीं है. मैं तुम्हें लिखूं?,Romantic
Lata Mangeshwar,Mera Saaya Saath Hoga (From ”Mera Saaya”),"जहाँ-जहाँ चलेगा, मेरा साया साथ होगा जहाँ-जहाँ चलेगा, मेरा साया साथ होगा मेरा साया, मेरा साया, मेरा साया, मेरा साया कभी मुझको याद बहेंगे आँसू कभी मुझको याद बहेंगे आँसू वहीं रोक लेंगे उन्हें आ आँसू जिधर का रुख़ करेगा, मेरा साया साथ होगा जहाँ-जहाँ चलेगा, मेरा साया साथ होगा मेरा साया, मेरा साया, मेरा साया, मेरा साया अगर उदास होगा उदास हूँगी मैं भी अगर उदास होगा उदास हूँगी मैं भी नज़र आऊँ या आऊँ, पास हूँगी मैं भी कहीं भी रहेगा, मेरा साया साथ होगा जहाँ-जहाँ चलेगा, मेरा साया साथ होगा मेरा साया, मेरा साया, मेरा साया, मेरा साया मैं अगर बिछड़ भी जाऊँ, कभी मेरा ग़म करना मैं अगर बिछड़ भी जाऊँ, कभी मेरा ग़म करना मेरा प्यार याद कभी आँख नम करना मुड़ लेगा, मेरा साया साथ होगा जहाँ-जहाँ चलेगा, मेरा साया साथ होगा मेरा साया, मेरा साया, मेरा साया, मेरा साया मेरा ग़म शामिल दुख में, ग़म में मेरा ग़म शामिल दुख में, ग़म में प्यार तेरा साथ हर जनम में कोई जनम भी लेगा, मेरा साया साथ होगा जहाँ-जहाँ चलेगा, मेरा साया साथ होगा मेरा साया, मेरा साया, मेरा साया, मेरा साया मेरा साया, मेरा साया, मेरा साया, मेरा साया",Romantic
Lata Mangeshwar,Jaago Mohan Pyaare,"महिला आह आह आह आह आह आह जग् उजियार छाये, मन्न् अन्धेरा जाये किरनोन् रनि गाये जागो अरे, मन्न् मोहन् प्यारे जागो मोहन् प्यारे, जागो - 2 नवयुग चूमे, नैन तिहारे जागो जागो मोहन् प्यारे कोरस जाओ, जाओ नगर् नगर् गलियान् जागि जागो जागो जागो पीछा पीछा पीछा पीछा महिला भीगि भीगि अन्खियोन् मुस्काये नयि भोर् तोहे अन्ग् लगाये - 2 बाहेइन् फ़ैलाओ दुखियारे जागो मोहन् प्यारे, जागो - 2 नवयुग चूमे, नैन तिहारे जागो जागो मोहन् प्यारे जिस्ने मन्न् दीप् जलाय दुनिय उजला पाय - 2 रेह्न अन्खियोन् सहारे जागो मोहन् प्यारे, जागो - 2 नवयुग चूमे, नैन तिहारे जागो जागो मोहन् प्यारे किरन् परि गगरि छल्काये ज्योत् प्यास प्यास् बुझाये - 2 फूल् मन्न् अन्गारे जागो मोहन् प्यारे, जागो - 2 नवयुग चूमे, नैन तिहारे जागो जागो मोहन् प्यारे आह आह आह, आह आह आह ओह, साझा करें",Devotional
Lata Mangeshwar,Woh Bhooli Dastan Lo Phir Yaad,"भूली दास्ताँ फिर याद आ गई भूली दास्ताँ फिर याद आ गई नज़र सामने घटा छा गई नज़र सामने घटा छा गई भूली दास्ताँ फिर याद आ गई कहाँ फिर चले आए कुछ भटके साए? कुछ भूले नग़्मे प्यार गाए कुछ बिछड़ी हुईं यादें, कुछ टूटे सपने पराए गए क्या, कभी भी अपने जाने इनसे क्यूँ मिलकर नज़र शरमा गई भूली दास्ताँ फिर याद आ गई उम्मीदों हसीं मेले, तमन्नाओं रेले निगाहों निगाहों अजब कुछ खेल खेले हवा में ज़ुल्फ़ लहराई, नज़र बेख़ुदी छाई खुले दिल दरवाज़े, मोहब्बत भी चली आई तमन्नाओं की दुनिया पर जवानी छा गई भूली दास्ताँ फिर याद आ गई बड़े रंगीं ज़माने थे, तराने ही तराने मगर अब पूछता दिल, ""वो दिन या फ़साने थे?"" फ़क़त इक याद बाक़ी, बस इक फ़रियाद बाक़ी ख़ुशियाँ लूट गईं, लेकिन दिल-ए-बर्बाद बाक़ी कहाँ थी ज़िंदगी मेरी, कहाँ पर आ गई भूली दास्ताँ फिर याद आ गई नज़र सामने घटा छा गई नज़र सामने घटा छा गई भूली दास्ताँ फिर याद आ गई भूली दास्ताँ फिर याद आ गई",Romantic
Lata Mangeshwar,Jiya Beqarar Hai,"जिया बेक़रार है, छाई बहार आजा बालमा, तेरा इंतज़ार जिया बेक़रार है, छाई बहार आजा बालमा, तेरा इंतज़ार हो, सूरज देखे, चंदा सब देखें, हम तरसें, हो, सब देखें, हम तरसें हो, सूरज देखे, चंदा सब देखें, हम तरसें, हो, सब देखें, हम तरसें बरसे कोई बदरिया अखियाँ बरसें बरसे कोई बदरिया अखियाँ बरसें अखियाँ बरसें जिया बेक़रार है, छाई बहार आजा बालमा, तेरा इंतज़ार जिया बेक़रार हो, नैनों एक तारा टूटे मिट्टी में मिल जाए, हो, मिट्टी में मिल जाए हो, नैनों एक तारा टूटे मिट्टी में मिल जाए, हो, मिट्टी में मिल जाए आँसू की बरसात बलमवा, दिल में आग लगाए आँसू की बरसात बलमवा, दिल में आग लगाए दिल में आग लगाए जिया बेक़रार है, छाई बहार आजा बालमा, तेरा इंतज़ार जिया बेक़रार हो, तुझको नज़रें ढूँढ रही हैं मुखड़ा दिखला जा, हो, मुखड़ा दिखला हो, तुझको नज़रें ढूँढ रही हैं मुखड़ा दिखला जा, हो, मुखड़ा दिखला रस्ते पर हूँ आस लगाए, आने आजा रस्ते पर हूँ आस लगाए, आने आजा आने आजा जिया बेक़रार है, छाई बहार आजा बालमा, तेरा इंतज़ार जिया बेक़रार है, छाई बहार आजा बालमा, तेरा इंतज़ार जिया बेक़रार",Romantic
Lata Mangeshwar,Ek Tu Na Mila - Sad,मैं यहां हूं। सरि दुनिय मिलि खिल दिल् सरि बगिय खिलि धर्ति हून् गगन् मिलन् लाख् पहेरे प्यार् दिल् पले मैं यहां हूं। तक़्दीर् भूल् हून् दाली एक बड़ी चीज़ है. दुनिय चले मैं यहां हूं। तुझ् लिपत्कर् रो लेते आन्सु मोति दामन् आन्सु धले मैं यहां हूं।,Sad
Lata Mangeshwar,Is Mod Se Jate Hain,"मोद् जाते दो, मोद् जाते सुस्त् कदम् मामलों, तेज़् कदम् राहे मोद् जाते सुस्त् कदम् मामलों, तेज़् कदम् राहे पत्थर् हवेलि वह, शीशे घरोन्दो तिन्को नशे-मन धन्यवाद, मोद् जाते जै ओह-ओह-ओह-ओह, मोद् जाते आन्धि तराह् उद्कर्, इक् राह् गुज़र्ति दो, 2 शर्माति माँग, कदमो उतर्ति रेशमि राहो मेरा, इक्क् राह् तक्क् पोहोच्ति दो, मोद् जाति मोद् जाते दो... इक्क् दूर् दो, पास् आके आपका महल दो, 2 इक्क् राह् अकेलि और, रुक्ति चल्ति सोच्के बैथि मैं हूं, इक्क् राह् तक्क् पोहोच्ति दो, मोद् जाति मोद् जाते सुस्त् कदम् मामलों, तेज़् कदम् राहे पत्थर् हवेलि वह, शीशे घरोन्दो तिन्को नशे-मन धन्यवाद, मोद् जाते जै ओह-ओह-ओह-ओह, मोद् जाते",Sad
Lata Mangeshwar,Jo Hamne Daastaan Apnee,"हमने दास्ताँ अपनी सुनाई, आप क्यूँ रोए? हमने दास्ताँ अपनी सुनाई, आप क्यूँ रोए? तबाही हमारे दिल आई, आप क्यूँ रोए? हमारा दर्द-ए-ग़म ये, क्यूँ आप सहते हैं? क्यूँ आँसू हमारे आपकी आँखों बहते हैं? ग़मों की आग हमने ख़ुद लगाई, आप क्यूँ रोए? हमने दास्ताँ अपनी सुनाई, आप क्यूँ रोए? बहुत रोए, मगर अब आपकी ख़ातिर रोएँगे अपना चैन खो आपका हम चैन खोएँगे क़यामत आपके अश्कों ढाई, आप क्यूँ रोए? हमने दास्ताँ अपनी सुनाई, आप क्यूँ रोए? आँसू रुके देखिए फिर हम भी रो देंगे हम अपने आँसुओं में चाँद-तारों डुबो देंगे फ़ना जाएगी सारी ख़ुदाई, आप क्यूँ रोए? हमने दास्ताँ अपनी सुनाई, आप क्यूँ रोए?2",Romantic
